Table Name,Field Name,Dataset Name
dataCensus,Var_NICU_Days_CY_LLY,CRP - Daily Report (Location)
dataCensus,Var_NICU_Days_CY_LY_Percent,CRP - Daily Report (Location)
dataCensus,Var_NICU_Days_CY_LLY_Percent,CRP - Daily Report (Location)
dataCensus,●,CRP - Daily Report (Location)
dataCensus,Var_PICU_Days_CY_LLY,CRP - Daily Report (Location)
dataCensus,Var_PICU_Days_CY_LY,CRP - Daily Report (Location)
dataCensus,Var_Peds_Days_CY_LLY,CRP - Daily Report (Location)
dataCensus,Var_Peds_Days_CY_LY,CRP - Daily Report (Location)
dataCensus,Var_NN_Days_CY_LLY,CRP - Daily Report (Location)
dataCensus,Var_NN_Days_CY_LY,CRP - Daily Report (Location)
dataCensus,NICU_AdmissionRate_CY,CRP - Daily Report (Location)
dataCensus,NICU_AdmissionRate_LY,CRP - Daily Report (Location)
dataCensus,NICU_AdmissionRate_LLY,CRP - Daily Report (Location)
dataCensus,PatientDays_Total_CY,CRP - Daily Report (Location)
dataCensus,PatientDays_Total_LY,CRP - Daily Report (Location)
dataCensus,PatientDays_Total_LLY,CRP - Daily Report (Location)
dataCensus,Admits_Total_LY,CRP - Daily Report (Location)
dataCensus,Admits_Total_LLY,CRP - Daily Report (Location)
dataCensus,Admits_Total_CY,CRP - Daily Report (Location)
dataCensus,ALOS_NICU_CY,CRP - Daily Report (Location)
dataCensus,ALOS_NICU_LY,CRP - Daily Report (Location)
dataCensus,ALOS_NICU_LLY,CRP - Daily Report (Location)
dataCensus,ALOS_PICU_CY,CRP - Daily Report (Location)
dataCensus,ALOS_PICU_LY,CRP - Daily Report (Location)
dataCensus,ALOS_PICU_LLY,CRP - Daily Report (Location)
dataCensus,ALOS_Peds_CY,CRP - Daily Report (Location)
dataCensus,ALOS_Peds_LY,CRP - Daily Report (Location)
dataCensus,ALOS_Peds_LLY,CRP - Daily Report (Location)
dataCensus,ALOS_NN_CY,CRP - Daily Report (Location)
dataCensus,ALOS_NN_LY,CRP - Daily Report (Location)
dataCensus,ALOS_NN_LLY,CRP - Daily Report (Location)
dataCensus,ALOS_Total_CY,CRP - Daily Report (Location)
dataCensus,ALOS_Total_LY,CRP - Daily Report (Location)
dataCensus,ALOS_Total_LLY,CRP - Daily Report (Location)
dataCensus,AdmissionsRate_CY,CRP - Daily Report (Location)
dataCensus,AdmissionsRate_LY,CRP - Daily Report (Location)
dataCensus,AdmissionsRate_LLY,CRP - Daily Report (Location)
dataCensus,AttnDelRate_CY,CRP - Daily Report (Location)
dataCensus,AttnDelRate_LY,CRP - Daily Report (Location)
dataCensus,AttnDelRate_LLY,CRP - Daily Report (Location)
dataCensus,_selectCensus_CY,CRP - Daily Report (Location)
dataCensus,_selectCensus_LY,CRP - Daily Report (Location)
dataCensus,_selectCensus_LLY,CRP - Daily Report (Location)
dataCensus,_selectCensus_Change_CY_LY,CRP - Daily Report (Location)
dataCensus,_selectCensus_Change_CY_LLY,CRP - Daily Report (Location)
dataCensus,_selectCensus_Change_CY_LLY_Percent,CRP - Daily Report (Location)
dataCensus,_selectCensus_Change_CY_LY_Percent,CRP - Daily Report (Location)
dataCensus,_selectCensus_ALOS_LLY,CRP - Daily Report (Location)
dataCensus,_selectCensus_ALOS_LY,CRP - Daily Report (Location)
dataCensus,_selectCensus_ALOS_CY,CRP - Daily Report (Location)
dataCensus,_selectCensus_ALOS_Change_CY_LY,CRP - Daily Report (Location)
dataCensus,_selectCensus_ALOS_Change_CY_LLY,CRP - Daily Report (Location)
dataCensus,_selectCensus_Admits_LLY,CRP - Daily Report (Location)
dataCensus,_selectCensus_Admits_LY,CRP - Daily Report (Location)
dataCensus,_selectCensus_Admits_CY,CRP - Daily Report (Location)
dataCensus,_selectCensus_ChangeAdmits_CY_LY,CRP - Daily Report (Location)
dataCensus,_selectCensus_ChangeAdmits_CY_LLY,CRP - Daily Report (Location)
dataCensus,_selectCensus_ChangeAdmits_CY_LLY_Percent,CRP - Daily Report (Location)
dataCensus,_selectCensus_ChangeAdmits_CY_LY_Percent,CRP - Daily Report (Location)
dataCensus,Birth_YoY,CRP - Daily Report (Location)
dataCensus,Admits_YoY,CRP - Daily Report (Location)
dataCensus,PatientDays_YoY,CRP - Daily Report (Location)
dataCensus,ALOS_YoY,CRP - Daily Report (Location)
dataForecast,AltSort,CRP - Daily Report (Location)
dataForecast,AccountingPeriod,CRP - Daily Report (Location)
dataForecast,val_Num,CRP - Daily Report (Location)
dataForecast,val_Num_Budget,CRP - Daily Report (Location)
dataForecast,IsRevenue,CRP - Daily Report (Location)
dataForecast,IsExpense,CRP - Daily Report (Location)
dataForecast,IsOI,CRP - Daily Report (Location)
dataForecast,IsEBITDA,CRP - Daily Report (Location)
dataForecast,AltSortName,CRP - Daily Report (Location)
dataForecast,IsSubtotal,CRP - Daily Report (Location)
dataForecast,IsCY,CRP - Daily Report (Location)
dataForecast,IsLY,CRP - Daily Report (Location)
dataForecast,IsYTD,CRP - Daily Report (Location)
dataForecast,IsCM,CRP - Daily Report (Location)
dataForecast,Oracle_Mapping,CRP - Daily Report (Location)
dataForecast,val_Den,CRP - Daily Report (Location)
dataForecast,val_Den_Budget,CRP - Daily Report (Location)
dataForecast,AcctSort,CRP - Daily Report (Location)
dataForecast,IsCalc,CRP - Daily Report (Location)
dataForecast,IsYTD_WithForecast,CRP - Daily Report (Location)
dataForecast,IsMTD_WithForecast,CRP - Daily Report (Location)
dataForecast,IsForecast_CY,CRP - Daily Report (Location)
dataForecast,IsForecast_CY2,CRP - Daily Report (Location)
dataForecast,fcst_Actual_Revenue,CRP - Daily Report (Location)
dataForecast,fcst_Actual_Expense,CRP - Daily Report (Location)
dataForecast,fcst_Actual_OI,CRP - Daily Report (Location)
dataForecast,fcst_Actual_EBITDA,CRP - Daily Report (Location)
dataForecast,fcst_Budget_Revenue,CRP - Daily Report (Location)
dataForecast,fcst_Budget_Expense,CRP - Daily Report (Location)
dataForecast,fcst_Budget_OI,CRP - Daily Report (Location)
dataForecast,fcst_Budget_EBITDA,CRP - Daily Report (Location)
dataForecast,Change_YoY,CRP - Daily Report (Location)
dataForecast,Change_Actuals_Expenses,CRP - Daily Report (Location)
dataForecast,Change_Actuals_Revenue,CRP - Daily Report (Location)
dataForecast,Change_Actuals_OI,CRP - Daily Report (Location)
dataForecast,ToBudget_Fcst_Expenses,CRP - Daily Report (Location)
dataForecast,ToBudget_Fcst_Revenue,CRP - Daily Report (Location)
dataForecast,ToBudget_Fcst_OI,CRP - Daily Report (Location)
dataForecast,Actual (CY),CRP - Daily Report (Location)
dataForecast,Actual (LY),CRP - Daily Report (Location)
dataForecast,Budget (CY),CRP - Daily Report (Location)
dataForecast,ToBudget,CRP - Daily Report (Location)
dataForecast,▌,CRP - Daily Report (Location)
dataForecast,MTD (CY),CRP - Daily Report (Location)
dataForecast,MTD (LY),CRP - Daily Report (Location)
dataForecast,MTD (Var),CRP - Daily Report (Location)
dataForecast,fmt_MTD (CY),CRP - Daily Report (Location)
dataForecast,fmt_MTD (LY),CRP - Daily Report (Location)
dataForecast,reficon_MTD,CRP - Daily Report (Location)
dataForecast,icon_MTD,CRP - Daily Report (Location)
dataForecast,fmt_Budget (CY),CRP - Daily Report (Location)
dataForecast,fmt_YTD (CY),CRP - Daily Report (Location)
dataForecast,fmt_YTD (LY),CRP - Daily Report (Location)
dataForecast,icon_ToBudget,CRP - Daily Report (Location)
dataForecast,icon_YoY,CRP - Daily Report (Location)
dataForecast,reficon_ToBudget,CRP - Daily Report (Location)
dataForecast,reficon_YTD,CRP - Daily Report (Location)
dataForecast,Forecast_MTD_CY_val,CRP - Daily Report (Location)
dataForecast,Forecast_MTD_LY_val,CRP - Daily Report (Location)
dataForecast,Change_Forecast_val,CRP - Daily Report (Location)
dataForecast,fmt_Forecast_MTD (CY),CRP - Daily Report (Location)
dataForecast,fmt_Forecast_MTD (LY),CRP - Daily Report (Location)
dataForecast,TotalRevenue_2019,CRP - Daily Report (Location)
dataForecast,TotalRevenue_2021,CRP - Daily Report (Location)
dataLocationAppointments,PracticeName,CRP - Daily Report (Location)
dataLocationAppointments,AcctUnit,CRP - Daily Report (Location)
dataLocationAppointments,Facility_Name,CRP - Daily Report (Location)
dataLocationAppointments,Date,CRP - Daily Report (Location)
dataLocationAppointments,WeekBeginning_CY,CRP - Daily Report (Location)
dataLocationAppointments,Appts_Kept_CY,CRP - Daily Report (Location)
dataLocationAppointments,Appts_NoShow_CY,CRP - Daily Report (Location)
dataLocationAppointments,Appts_Cancelled_CY,CRP - Daily Report (Location)
dataLocationAppointments,KeptTelehealth_CY,CRP - Daily Report (Location)
dataLocationAppointments,IsTele_CY,CRP - Daily Report (Location)
dataLocationAppointments,NotTele_CY,CRP - Daily Report (Location)
dataLocationAppointments,Date_PriorYear,CRP - Daily Report (Location)
dataLocationAppointments,WeekBeginning_LY,CRP - Daily Report (Location)
dataLocationAppointments,Appts_Kept_LY,CRP - Daily Report (Location)
dataLocationAppointments,Appts_NoShow_LY,CRP - Daily Report (Location)
dataLocationAppointments,Appts_Cancelled_LY,CRP - Daily Report (Location)
dataLocationAppointments,KeptTelehealth_LY,CRP - Daily Report (Location)
dataLocationAppointments,IsTele_LY,CRP - Daily Report (Location)
dataLocationAppointments,NotTele_LY,CRP - Daily Report (Location)
dataLocationAppointments,Oracle_Mapping,CRP - Daily Report (Location)
dataLocationAppointments,◊,CRP - Daily Report (Location)
dataLocationAppointments,Appointments: Total (CY),CRP - Daily Report (Location)
dataLocationAppointments,Appointments: Total (LY),CRP - Daily Report (Location)
dataLocationAppointments,Appts Cancelled (CY),CRP - Daily Report (Location)
dataLocationAppointments,Appts Cancelled (LY),CRP - Daily Report (Location)
dataLocationAppointments,Appts Kept (CY),CRP - Daily Report (Location)
dataLocationAppointments,Appts Kept (LY),CRP - Daily Report (Location)
dataLocationAppointments,Appts No Show (CY),CRP - Daily Report (Location)
dataLocationAppointments,Appts No Show (LY),CRP - Daily Report (Location)
dataLocationAppointments,Appts: Variance,CRP - Daily Report (Location)
dataLocationAppointments,Telehealth (CY),CRP - Daily Report (Location)
dataLocationAppointments,Telehealth (LY),CRP - Daily Report (Location)
dataLocationVolume,DataSource,CRP - Daily Report (Location)
dataLocationVolume,PracticeName_Alt,CRP - Daily Report (Location)
dataLocationVolume,AcctUnit,CRP - Daily Report (Location)
dataLocationVolume,ServiceDate,CRP - Daily Report (Location)
dataLocationVolume,Facility_Name,CRP - Daily Report (Location)
dataLocationVolume,Volume_Patients_All_Total,CRP - Daily Report (Location)
dataLocationVolume,Volume_Patients_All_Facility,CRP - Daily Report (Location)
dataLocationVolume,Volume_Patients_All_NonFacility,CRP - Daily Report (Location)
dataLocationVolume,Volume_CPT_All_Total,CRP - Daily Report (Location)
dataLocationVolume,Volume_CPT_All_Facility,CRP - Daily Report (Location)
dataLocationVolume,Volume_CPT_All_NonFacility,CRP - Daily Report (Location)
dataLocationVolume,Volume_Patients_Billed_Total,CRP - Daily Report (Location)
dataLocationVolume,Volume_Patients_Billed_Facility,CRP - Daily Report (Location)
dataLocationVolume,Volume_Patients_Billed_NonFacility,CRP - Daily Report (Location)
dataLocationVolume,Volume_CPT_Billed_Total,CRP - Daily Report (Location)
dataLocationVolume,Volume_CPT_Billed_Facility,CRP - Daily Report (Location)
dataLocationVolume,Volume_CPT_Billed_NonFacility,CRP - Daily Report (Location)
dataLocationVolume,Charges_Billed,CRP - Daily Report (Location)
dataLocationVolume,Charges_Standard,CRP - Daily Report (Location)
dataLocationVolume,Units_Billed,CRP - Daily Report (Location)
dataLocationVolume,Units_Standard,CRP - Daily Report (Location)
dataLocationVolume,Appts_Expected_Total,CRP - Daily Report (Location)
dataLocationVolume,Appts_Expected_Facility,CRP - Daily Report (Location)
dataLocationVolume,Appts_Expected_NonFacility,CRP - Daily Report (Location)
dataLocationVolume,Appts_Kept_Total,CRP - Daily Report (Location)
dataLocationVolume,Appts_Kept_Facility,CRP - Daily Report (Location)
dataLocationVolume,Appts_Kept_NonFacility,CRP - Daily Report (Location)
dataLocationVolume,Volume_Patients_All_Facility_Alt,CRP - Daily Report (Location)
dataLocationVolume,Volume_Patients_All_NonFacility_Alt,CRP - Daily Report (Location)
dataLocationVolume,PatientDays_NICU_Calc,CRP - Daily Report (Location)
dataLocationVolume,PatientDays_NN_Calc,CRP - Daily Report (Location)
dataLocationVolume,PatientDays_PEDS_Calc,CRP - Daily Report (Location)
dataLocationVolume,PatientDays_PICU_Calc,CRP - Daily Report (Location)
dataLocationVolume,Admits_NICU_Calc,CRP - Daily Report (Location)
dataLocationVolume,Admits_PICU_Calc,CRP - Daily Report (Location)
dataLocationVolume,Admits_PEDS_Calc,CRP - Daily Report (Location)
dataLocationVolume,Admits_NN_Calc,CRP - Daily Report (Location)
dataLocationVolume,Admits_AttnDel_Calc,CRP - Daily Report (Location)
dataLocationVolume,PatientDays_NICU_Census,CRP - Daily Report (Location)
dataLocationVolume,PatientDays_NN_Census,CRP - Daily Report (Location)
dataLocationVolume,PatientDays_PEDS_Census,CRP - Daily Report (Location)
dataLocationVolume,PatientDays_PICU_Census,CRP - Daily Report (Location)
dataLocationVolume,Admits_NICU_Census,CRP - Daily Report (Location)
dataLocationVolume,Admits_PICU_Census,CRP - Daily Report (Location)
dataLocationVolume,Admits_PEDS_Census,CRP - Daily Report (Location)
dataLocationVolume,Admits_NN_Census,CRP - Daily Report (Location)
dataLocationVolume,Admits_AttnDel_Census,CRP - Daily Report (Location)
dataLocationVolume,PatientDays_NICU,CRP - Daily Report (Location)
dataLocationVolume,PatientDays_NN,CRP - Daily Report (Location)
dataLocationVolume,PatientDays_PEDS,CRP - Daily Report (Location)
dataLocationVolume,PatientDays_PICU,CRP - Daily Report (Location)
dataLocationVolume,Admits_NICU,CRP - Daily Report (Location)
dataLocationVolume,Admits_PICU,CRP - Daily Report (Location)
dataLocationVolume,Admits_PEDS,CRP - Daily Report (Location)
dataLocationVolume,Admits_NN,CRP - Daily Report (Location)
dataLocationVolume,Admits_AttnDel,CRP - Daily Report (Location)
dataLocationVolume,Volume_Patients_All_Total_Alt,CRP - Daily Report (Location)
dataLocationVolume,PracticeName_EDW,CRP - Daily Report (Location)
dataLocationVolume,Appts_All_Total,CRP - Daily Report (Location)
dataLocationVolume,Appts_All_Facility,CRP - Daily Report (Location)
dataLocationVolume,Appts_All_NonFacility,CRP - Daily Report (Location)
dataLocationVolume,Oracle_Mapping,CRP - Daily Report (Location)
dataLocationVolume,Specialty_Group,CRP - Daily Report (Location)
dataLocationVolume,Volume_WithNC_Patients_Facility,CRP - Daily Report (Location)
dataLocationVolume,Volume_WithNC_Patients_NonFacility,CRP - Daily Report (Location)
dataLocationVolume,Volume_WithNC_Patients_Total,CRP - Daily Report (Location)
dataLocationVolume,Volume_WithNC_CPT_Facility,CRP - Daily Report (Location)
dataLocationVolume,Volume_WithNC_CPT_NonFacility,CRP - Daily Report (Location)
dataLocationVolume,Volume_WithNC_CPT_Total,CRP - Daily Report (Location)
dataLocationVolume,ServiceYear,CRP - Daily Report (Location)
dataLocationVolume,Volume_Patients_All_Total_Forecast,CRP - Daily Report (Location)
dataLocationVolume,Volume_Patients_All_Facility_Forecast,CRP - Daily Report (Location)
dataLocationVolume,Volume_Patients_All_NonFacility_Forecast,CRP - Daily Report (Location)
dataLocationVolume,Volume,CRP - Daily Report (Location)
dataLocationVolume,YTD Volume Change - CY/LY,CRP - Daily Report (Location)
dataLocationVolume,YTD Volume Change % - CY/LY,CRP - Daily Report (Location)
dataLocationVolume,Newborn: ADC,CRP - Daily Report (Location)
dataLocationVolume,Newborn: ALOS,CRP - Daily Report (Location)
dataLocationVolume,Newborn: ALOS Change,CRP - Daily Report (Location)
dataLocationVolume,NICU: ALOS,CRP - Daily Report (Location)
dataLocationVolume,NICU: ADC,CRP - Daily Report (Location)
dataLocationVolume,NICU: ALOS Change,CRP - Daily Report (Location)
dataLocationVolume,PICU: ALOS,CRP - Daily Report (Location)
dataLocationVolume,PICU: ADC,CRP - Daily Report (Location)
dataLocationVolume,PICU: ALOS Change,CRP - Daily Report (Location)
dataLocationVolume,Pediatrics: ALOS,CRP - Daily Report (Location)
dataLocationVolume,Pediatrics: ADC,CRP - Daily Report (Location)
dataLocationVolume,Pediatrics: ALOS Change,CRP - Daily Report (Location)
dataLocationVolume,NICU: Patient Days YTD (CY),CRP - Daily Report (Location)
dataLocationVolume,NICU: Admits YTD (CY),CRP - Daily Report (Location)
dataLocationVolume,NICU: Admits YTD (LY),CRP - Daily Report (Location)
dataLocationVolume,NICU: Patient Days YTD (LY),CRP - Daily Report (Location)
dataLocationVolume,NICU: Admits (Change),CRP - Daily Report (Location)
dataLocationVolume,NICU: Admits (Change YoY),CRP - Daily Report (Location)
dataLocationVolume,NICU: Patient Days (Change),CRP - Daily Report (Location)
dataLocationVolume,NICU: Patient Days (Change YoY),CRP - Daily Report (Location)
dataLocationVolume,PICU: Admits YTD (CY),CRP - Daily Report (Location)
dataLocationVolume,PICU: Admits YTD (LY),CRP - Daily Report (Location)
dataLocationVolume,PICU: Patient Days YTD (CY),CRP - Daily Report (Location)
dataLocationVolume,PICU: Patient Days YTD (LY),CRP - Daily Report (Location)
dataLocationVolume,PICU: Admits (Change),CRP - Daily Report (Location)
dataLocationVolume,PICU: Admits (Change YoY),CRP - Daily Report (Location)
dataLocationVolume,PICU: Patient Days (Change),CRP - Daily Report (Location)
dataLocationVolume,PICU: Patient Days (Change YoY),CRP - Daily Report (Location)
dataLocationVolume,PICU: ALOS Change(%),CRP - Daily Report (Location)
dataLocationVolume,Newborn: Admits YTD (CY),CRP - Daily Report (Location)
dataLocationVolume,Newborn: Admits YTD (LY),CRP - Daily Report (Location)
dataLocationVolume,Newborn: Patient Days YTD (CY),CRP - Daily Report (Location)
dataLocationVolume,Newborn: Patient Days YTD (LY),CRP - Daily Report (Location)
dataLocationVolume,Newborn: Admits (Change),CRP - Daily Report (Location)
dataLocationVolume,Newborn: Admits (Change YoY),CRP - Daily Report (Location)
dataLocationVolume,Newborn: Patient Days (Change),CRP - Daily Report (Location)
dataLocationVolume,Newborn: Patient Days (Change YoY),CRP - Daily Report (Location)
dataLocationVolume,Newborn: ALOS Change(%),CRP - Daily Report (Location)
dataLocationVolume,Pediatrics: Admits YTD (CY),CRP - Daily Report (Location)
dataLocationVolume,Pediatrics: Admits YTD (LY),CRP - Daily Report (Location)
dataLocationVolume,Pediatrics: Patient Days YTD (CY),CRP - Daily Report (Location)
dataLocationVolume,Pediatrics: Patient Days YTD (LY),CRP - Daily Report (Location)
dataLocationVolume,Pediatrics: Admits (Change),CRP - Daily Report (Location)
dataLocationVolume,Pediatrics: Admits (Change YoY),CRP - Daily Report (Location)
dataLocationVolume,Pediatrics: Patient Days (Change),CRP - Daily Report (Location)
dataLocationVolume,Pediatrics: Patient Days (Change YoY),CRP - Daily Report (Location)
dataLocationVolume,Pediatrics: ALOS Change(%),CRP - Daily Report (Location)
dataLocationVolume,Attended Deliveries: YTD (CY),CRP - Daily Report (Location)
dataLocationVolume,Attended Deliveries: YTD (LY),CRP - Daily Report (Location)
dataLocationVolume,Attended Deliveries: Change,CRP - Daily Report (Location)
dataLocationVolume,Attended Deliveries: Change (YoY),CRP - Daily Report (Location)
dataLocationVolume,NICU: ALOS Change(%),CRP - Daily Report (Location)
dataLocationVolume,Total Patient Days YTD (CY),CRP - Daily Report (Location)
dataLocationVolume,Total Patient Days YTD (LY),CRP - Daily Report (Location)
dataLocationVolume,Total Patient Days (Change),CRP - Daily Report (Location)
dataLocationVolume,Total Patient Days (Change YoY),CRP - Daily Report (Location)
dataLocationVolume,Total Admits YTD (CY),CRP - Daily Report (Location)
dataLocationVolume,Total Admits YTD (LY),CRP - Daily Report (Location)
dataLocationVolume,Total Admits (Change),CRP - Daily Report (Location)
dataLocationVolume,Total Admits (Change YoY),CRP - Daily Report (Location)
dataLocationVolume,Appointments Kept Change(%) CY/LY,CRP - Daily Report (Location)
dataLocationVolume,Total: ALOS (CY),CRP - Daily Report (Location)
dataLocationVolume,Total: ALOS CY (Change),CRP - Daily Report (Location)
dataLocationVolume,YTD Volume - CY,CRP - Daily Report (Location)
dataLocationVolume,YTD Volume - LY,CRP - Daily Report (Location)
dataLocationVolume,Patient Days (Total),CRP - Daily Report (Location)
dataLocationVolume,Admits (Total),CRP - Daily Report (Location)
dataLocationVolume,Daily Average (Date-Level),CRP - Daily Report (Location)
dataLocationVolume,YTD Volume - LLY,CRP - Daily Report (Location)
dataLocationVolume,YTD Volume Change - CY/LLY,CRP - Daily Report (Location)
dataLocationVolume,YTD Volume Change % - CY/LLY,CRP - Daily Report (Location)
dataLocationVolume,Appointments Kept (CY),CRP - Daily Report (Location)
dataLocationVolume,Appointments Kept (LY),CRP - Daily Report (Location)
dataLocationVolume,Appointments Kept (LLY),CRP - Daily Report (Location)
dataLocationVolume,Appointments Kept Change(%) CY/LLY,CRP - Daily Report (Location)
dataLocationVolume,Appointments Kept %,CRP - Daily Report (Location)
dataLocationVolume,Daily Average (Date-Level/Modified),CRP - Daily Report (Location)
dataLocationVolume,Daily Average_Amb (Date-Level/Modified),CRP - Daily Report (Location)
dataLocationVolume,msrTestAvg_2019,CRP - Daily Report (Location)
dataLocationVolume,msrTestAvg_2021,CRP - Daily Report (Location)
dataLocationVolume,msrTestAvg_CY,CRP - Daily Report (Location)
dataLocationVolume,msrTestAvg_LY,CRP - Daily Report (Location)
dataLocationVolume,msrTestAvg_LLY,CRP - Daily Report (Location)
dataLocationVolume,_selectCensus_PatientDays,CRP - Daily Report (Location)
dataLocationVolume,_selectCensus_Admits,CRP - Daily Report (Location)
dataLocationVolume,Total: ALOS,CRP - Daily Report (Location)
dataLocationVolume,Volume_SameDay_PriorYear,CRP - Daily Report (Location)
dataLocationVolume,VolumeLastYear,CRP - Daily Report (Location)
dataPowerApps,AcctUnit,CRP - Daily Report (Location)
dataPowerApps,ServiceDate,CRP - Daily Report (Location)
dataPowerApps,refPhysician,CRP - Daily Report (Location)
dataPowerApps,RVU_Work_UnAdj,CRP - Daily Report (Location)
dataPowerApps,RVU_Work_Adj,CRP - Daily Report (Location)
dataPowerApps,RVU_Work_UnAdj_CF,CRP - Daily Report (Location)
dataPowerApps,RVU_Work_Adj_CF,CRP - Daily Report (Location)
dataPowerApps,countPatients,CRP - Daily Report (Location)
dataPowerApps,Facility_Name,CRP - Daily Report (Location)
dataPowerApps,countAppts,CRP - Daily Report (Location)
dataPowerApps,ApptMinutes,CRP - Daily Report (Location)
dataPowerApps,SumTimeRange,CRP - Daily Report (Location)
dataPowerApps,Oracle_Mapping,CRP - Daily Report (Location)
dataPowerApps,Patients/Physician (YTD),CRP - Daily Report (Location)
dimAccounts_Oracle,refGroup,CRP - Daily Report (Location)
dimAccounts_Oracle,Sort1,CRP - Daily Report (Location)
dimAccounts_Oracle,AltSort,CRP - Daily Report (Location)
dimAccounts_Oracle,AccountName,CRP - Daily Report (Location)
dimAccounts_Oracle,AltSortName,CRP - Daily Report (Location)
dimAccounts_Oracle,IsCalc,CRP - Daily Report (Location)
dimAccounts_Oracle,refFormat,CRP - Daily Report (Location)
dimAccounts_Oracle,IsSubtotal,CRP - Daily Report (Location)
dimAccounts_Oracle,IdxPBI,CRP - Daily Report (Location)
dimAccounts_Oracle,IdxLevel,CRP - Daily Report (Location)
dimAccounts_Oracle,DisplayGroup,CRP - Daily Report (Location)
dimDates,Date,CRP - Daily Report (Location)
dimDates,WeekBeginning,CRP - Daily Report (Location)
dimDates,WeekEnding,CRP - Daily Report (Location)
dimDates,MonthBeginning,CRP - Daily Report (Location)
dimDates,MonthEnding,CRP - Daily Report (Location)
dimDates,WeekHierarchy_Year,CRP - Daily Report (Location)
dimDates,WeekHierarchy_Week,CRP - Daily Report (Location)
dimDates,WeekHierarchy_DayOfWeek,CRP - Daily Report (Location)
dimDates,FullWeekYear,CRP - Daily Report (Location)
dimDates,FullWeekMonth,CRP - Daily Report (Location)
dimDates,FullWeekNum,CRP - Daily Report (Location)
dimDates,IsClosed,CRP - Daily Report (Location)
dimDates,Admits_EDW,CRP - Daily Report (Location)
dimDates,PatientDays_EDW,CRP - Daily Report (Location)
dimDates,IsBusinessDay,CRP - Daily Report (Location)
dimDates,IsR3,CRP - Daily Report (Location)
dimDates,IsR6,CRP - Daily Report (Location)
dimDates,IsR9,CRP - Daily Report (Location)
dimDates,IsR12,CRP - Daily Report (Location)
dimDates,IsCY_Fiscal,CRP - Daily Report (Location)
dimDates,IsLY_Fiscal,CRP - Daily Report (Location)
dimDates,IsCY,CRP - Daily Report (Location)
dimDates,IsLY,CRP - Daily Report (Location)
dimDates,IsYTD,CRP - Daily Report (Location)
dimDates,IsQTD,CRP - Daily Report (Location)
dimDates,Date_PriorYear,CRP - Daily Report (Location)
dimDates,IsBOM,CRP - Daily Report (Location)
dimDates,IsEOM,CRP - Daily Report (Location)
dimDates,IsLastClose,CRP - Daily Report (Location)
dimDates,IsYTD_Calendar,CRP - Daily Report (Location)
dimDates,R3_Period,CRP - Daily Report (Location)
dimDates,R6_Period,CRP - Daily Report (Location)
dimDates,R9_Period,CRP - Daily Report (Location)
dimDates,R12_Period,CRP - Daily Report (Location)
dimDates,R3_offset,CRP - Daily Report (Location)
dimDates,R6_offset,CRP - Daily Report (Location)
dimDates,R9_offset,CRP - Daily Report (Location)
dimDates,R12_offset,CRP - Daily Report (Location)
dimDates,R3_Offset_Calendar,CRP - Daily Report (Location)
dimDates,R6_Offset_Calendar,CRP - Daily Report (Location)
dimDates,R9_Offset_Calendar,CRP - Daily Report (Location)
dimDates,R12_Offset_Calendar,CRP - Daily Report (Location)
dimDates,R3_Period_Calendar,CRP - Daily Report (Location)
dimDates,R6_Period_Calendar,CRP - Daily Report (Location)
dimDates,R9_Period_Calendar,CRP - Daily Report (Location)
dimDates,R12_Period_Calendar,CRP - Daily Report (Location)
dimDates,DayName,CRP - Daily Report (Location)
dimDates,ExcludeLeapYearDay,CRP - Daily Report (Location)
dimDates,filter_CY,CRP - Daily Report (Location)
dimDates,filter_LY,CRP - Daily Report (Location)
dimDates,filter_LLY,CRP - Daily Report (Location)
dimDates,filter_CurrentAndPrior_Full,CRP - Daily Report (Location)
dimDates,filter_CY_Phys,CRP - Daily Report (Location)
dimDates,filter_LY_Phys,CRP - Daily Report (Location)
dimDates,filter_LLY_Phys,CRP - Daily Report (Location)
dimDates,filter_Phys_YTD_CYLY,CRP - Daily Report (Location)
dimDates,filter_Location_YTD_CYLY,CRP - Daily Report (Location)
dimDates,filter_Location_CYLY,CRP - Daily Report (Location)
dimDates,FullDateRange_Location,CRP - Daily Report (Location)
dimDates,FullDateRange_Phys,CRP - Daily Report (Location)
dimDates,FullDateRange_Census,CRP - Daily Report (Location)
dimDates,DateRange_PowerApps,CRP - Daily Report (Location)
dimDates,DateRange_PowerAppsLY,CRP - Daily Report (Location)
dimDates,IsLLY_Fiscal,CRP - Daily Report (Location)
dimDates,IsLLLY_Fiscal,CRP - Daily Report (Location)
dimDates,IsCurrentQuarter,CRP - Daily Report (Location)
dimDates,IsCurrentQuarter_AnyYear,CRP - Daily Report (Location)
dimDates,IsmonthMTD,CRP - Daily Report (Location)
dimDates,IsLast3FullMonths,CRP - Daily Report (Location)
dimDates,DateHierarchy_Year,CRP - Daily Report (Location)
dimDates,DateHierarchy_Month,CRP - Daily Report (Location)
dimDates,DateHierarchy_Quarter,CRP - Daily Report (Location)
dimDates,DateHierarchy_Day,CRP - Daily Report (Location)
dimDates,DateHierarchy_MonthName,CRP - Daily Report (Location)
dimDates,DateHierarchy_QuarterName,CRP - Daily Report (Location)
dimDates,DateHierarchy_DayName_1,CRP - Daily Report (Location)
